entity_norm,label,category,count
kirchner,PERSON,politics,1
kirchner proves,PERSON,business,1
kirk church brown,ORG,business,1
kirwan,ORG,sport,6
kisrty williams,PERSON,politics,1
kitts,PERSON,sport,1
kiwi triumph wembley,PERSON,sport,1
kleinberg,PERSON,tech,2
kleinwort wasserstein,ORG,business,1
klin ivanovo,PERSON,business,1
klinsmann,ORG,sport,1
kluft,PERSON,sport,1
knapman,PERSON,politics,2
knight,ORG,entertainment,1
knight,PERSON,entertainment,1
knights birmingham home,ORG,entertainment,1
know money year next year,DATE,politics,1
knowsley,PERSON,sport,1
knox,PERSON,sport,1
kobita desai,PERSON,business,1
kodak,ORG,entertainment,6
kodak,ORG,tech,5
kodiak silverade,PERSON,sport,1
kofi annan,PERSON,politics,1
koji,PERSON,tech,2
koji tokumasu,PERSON,sport,1
kok,GPE,business,1
kok,ORG,business,1
kok,PERSON,business,1
kokomo beach,PERSON,entertainment,1
kombou,PERSON,entertainment,1
konchesky,PERSON,sport,1
konchesky hreidarsson,PERSON,sport,1
konstantinos panagopoulos,PERSON,sport,1
kooyong,PERSON,sport,3
korchemny,PERSON,sport,2
korea,GPE,business,3
korea,GPE,sport,1
korea,GPE,tech,1
korea development bank,ORG,business,1
korea exchange bank,ORG,business,1
korea stock exchange exchange,ORG,business,1
korea usa england,ORG,sport,1
korean giants,ORG,business,2
koreas hyundai,PERSON,sport,1
koreas hyundai motor,ORG,business,1
kort schubert,PERSON,sport,1
korzhanenko shot,PERSON,sport,1
kos,ORG,business,1
kosovo,GPE,politics,1
kostas kenteris,PERSON,sport,1
kostas panagopoulos,PERSON,sport,2
kotamaraja blogging,ORG,tech,1
koumas west brom,PERSON,sport,1
kremlin,ORG,business,5
krispy kreme,PERSON,business,6
kristin,PERSON,entertainment,2
kristin king,PERSON,entertainment,1
kristin scott thomas,PERSON,entertainment,2
kronberg,PERSON,sport,1
kronenbourg,ORG,business,1
kruger,PERSON,politics,1
kse worlds,PERSON,business,1
kuala lumpur,GPE,business,1
kuchmas soninlaw,PERSON,politics,1
kudja prepare,PERSON,entertainment,2
kuhlhoff sal oppenheim investment bank,ORG,business,1
kujda,PERSON,entertainment,6
kumaratunga,PERSON,business,3
kumasi group,ORG,sport,1
kungfu kick crystal palace fan matthew,ORG,sport,1
kurt barnard,PERSON,business,1
kurt cobain,PERSON,entertainment,1
kurt karl,PERSON,business,2
kuwait,GPE,business,3
kuwait,GPE,tech,2
kuznetsova,GPE,sport,1
kuznetsovas,PERSON,sport,1
kyle cooper,PERSON,business,2
kylie minogue,PERSON,entertainment,3
kyrgyz government,ORG,politics,1
kyrgyz republic,GPE,politics,1
laah chonggyu executive,ORG,business,1
label kasabian,PERSON,entertainment,1
label year ago,DATE,entertainment,1
labor,ORG,business,1
labor department,ORG,business,2
labour,ORG,politics,3
labour howard,PERSON,sport,1
labour mps fears,PERSON,politics,1
labour seeks,ORG,politics,1
labour spring,DATE,business,1
labours cunningham,PERSON,politics,1
labours livingstone,PERSON,politics,2
lacklustre davenport,PERSON,sport,1
lacroix,PERSON,business,7
lad prutton,PERSON,sport,1
ladybird account saffron walden building society,ORG,business,1
lagaan,GPE,entertainment,1
lagan valley,ORG,sport,1
laharrague,PERSON,sport,1
lakhani,ORG,business,1
lambert maloney,PERSON,sport,1
lamont,PERSON,sport,1
lamont glasgow,PERSON,sport,1
lamont parks cusiter,PERSON,sport,2
lansdowne,GPE,sport,2
lansdowne road,ORG,sport,2
lansdowne road barkley,ORG,sport,1
lansdowne road dublin gmt,ORG,sport,1
larry,PERSON,tech,2
larry ellison,PERSON,business,1
larry mullen,PERSON,entertainment,2
larsson,PERSON,tech,1
las vegas,GPE,business,11
las vegas,GPE,entertainment,11
las vegas,GPE,politics,1
las vegas,GPE,sport,1
las vegas,GPE,tech,6
las vegas geeks,GPE,tech,2
las vegas strip,GPE,entertainment,2
las vegasstyle,GPE,sport,1
lashawn merritt,PERSON,sport,1
last april,DATE,business,3
last april,DATE,entertainment,1
last april,DATE,sport,1
last august,DATE,business,2
last august,DATE,sport,6
last august yearold,DATE,sport,1
last autumn,DATE,business,1
last autumn,DATE,entertainment,1
last autumn,DATE,politics,2
last autumn,DATE,sport,1
last christmas,DATE,entertainment,1
last couple months,DATE,business,2
last couple months,DATE,sport,1
last couple weeks,DATE,business,1
last couple weeks,DATE,sport,1
last couple years,DATE,entertainment,1
last couple years,DATE,sport,1
last couple years,DATE,tech,2
last day,DATE,sport,1
last day season,DATE,sport,1
last days,DATE,sport,1
last decade,DATE,business,1
last decade,DATE,entertainment,1
last decade,DATE,politics,2
last december,DATE,politics,1
last december,DATE,sport,4
last december,DATE,tech,2
last decent year,DATE,sport,1
last eight,DATE,sport,11
last eight months,DATE,sport,1
last eight years,DATE,business,1
last eight years,DATE,sport,2
last experience year,DATE,sport,1
last financial year,DATE,business,1
last five years,DATE,business,1
last five years,DATE,entertainment,2
last four days,DATE,politics,2
last four days,DATE,tech,1
last four months,DATE,sport,1
last four years,DATE,entertainment,2
last friday,DATE,business,1
last friday,DATE,sport,1
last fridays,DATE,politics,1
last fridays,DATE,sport,1
last interview months later,DATE,entertainment,1
last january,DATE,business,1
last january,DATE,entertainment,1
last july,DATE,entertainment,4
last july,DATE,politics,2
last july three,DATE,politics,1
last june,DATE,entertainment,1
last june,DATE,politics,1
last june,DATE,sport,1
last least five years,DATE,entertainment,1
last lisa raymond,PERSON,sport,1
last march,DATE,business,1
last march,DATE,entertainment,1
last march,DATE,politics,1
last march,DATE,sport,1
last monday,DATE,entertainment,1
last month,DATE,business,35
last month,DATE,entertainment,17
last month,DATE,politics,12
last month,DATE,sport,16
last month,DATE,tech,4
last month earlier,DATE,sport,1
last months,DATE,business,7
last months,DATE,entertainment,6
last months,DATE,politics,2
last months,DATE,sport,7
last months,DATE,tech,15
last nine years,DATE,entertainment,1
last november,DATE,business,2
last november,DATE,entertainment,2
last november,DATE,sport,4
last october,DATE,entertainment,3
last october,DATE,politics,6
last october,DATE,sport,3
last quarter,DATE,business,7
last quarter julytoseptember quarter,DATE,business,1
last quarter previous year,DATE,business,1
last quarter year,DATE,business,1
last saturday,DATE,business,1
last saturday,DATE,sport,4
last saturdays,DATE,sport,2
last season,DATE,entertainment,1
last season,DATE,sport,20
last seasons,DATE,sport,3
last september,DATE,business,5
last september,DATE,entertainment,2
last september,DATE,sport,1
last september last week,DATE,tech,1
last seven,DATE,sport,1
last seven years,DATE,business,1
last seven years,DATE,politics,1
last seven years,DATE,sport,1
last several months,DATE,business,1
last six months,DATE,entertainment,1
last six years,DATE,business,1
last six years,DATE,politics,1
last six years,DATE,sport,1
last six years,DATE,tech,4
last spring,DATE,business,1
last summer,DATE,business,2
last summer,DATE,entertainment,3
last summer,DATE,politics,3
last summer,DATE,sport,11
last summer week period start season,DATE,sport,1
last sunday,DATE,sport,2
last ten years,DATE,business,1
last three,DATE,sport,2
last three months,DATE,business,12
last three months,DATE,sport,1
last three months quarter,DATE,business,3
last three months year,DATE,business,1
last three weeks,DATE,sport,1
last three years,DATE,sport,1
last three years,DATE,tech,7
last three years half,DATE,tech,2
last thursday,DATE,entertainment,1
last thursday,DATE,politics,1
last twelve months,DATE,tech,2
last twenties,DATE,business,1
last two decades,DATE,entertainment,1
last two half years,DATE,sport,1
last two months,DATE,business,3
last two years,DATE,business,2
last two years,DATE,entertainment,1
last two years,DATE,sport,1
last two years,DATE,tech,2
last wednesday,DATE,entertainment,1
last wednesday,DATE,politics,1
last week,DATE,business,54
last week,DATE,entertainment,19
last week,DATE,politics,35
last week,DATE,sport,35
last week,DATE,tech,17
last week months,DATE,politics,2
last weekend,DATE,entertainment,4
last weekend,DATE,sport,12
last weekends,DATE,entertainment,1
last weekends,DATE,sport,3
last weeks,DATE,business,2
last weeks,DATE,entertainment,7
last weeks,DATE,sport,9
last weeks,DATE,tech,3
last year,DATE,business,140
last year,DATE,entertainment,72
last year,DATE,politics,25
last year,DATE,sport,65
last year,DATE,tech,33
last year bank,DATE,business,1
last year days,DATE,business,1
last year earlier,DATE,politics,1
last year half,DATE,business,2
last year last years,DATE,entertainment,1
last year late summer,DATE,business,1
last year million,DATE,business,1
last year million,DATE,tech,1
last year month,DATE,business,1
last year news corp,DATE,business,1
last year quarter,DATE,business,1
last year since old,DATE,sport,1
last year south bank,DATE,entertainment,1
last year third,DATE,entertainment,1
last year year,DATE,sport,1
last years,DATE,business,23
last years,DATE,entertainment,49
last years,DATE,politics,11
last years,DATE,sport,17
last years,DATE,tech,14
late beatle george harrison,PERSON,entertainment,1
late day,DATE,politics,1
late day,DATE,sport,2
late december,DATE,business,2
late february,DATE,sport,1
late friday,DATE,sport,1
late january,DATE,business,1
late january,DATE,sport,1
late january,DATE,tech,3
late last month,DATE,business,1
late last year,DATE,business,5
late monday,DATE,business,2
late november,DATE,tech,2
late summer,DATE,business,1
late thirties yearold,DATE,business,1
late winter,DATE,entertainment,1
later friday,DATE,business,2
later january,DATE,business,1
later month,DATE,business,3
later month,DATE,entertainment,3
later month,DATE,sport,3
later month,DATE,tech,8
later summer,DATE,business,2
later summer,DATE,tech,1
later tuesday,DATE,business,2
later week,DATE,business,1
later week,DATE,politics,5
later week,DATE,sport,2
later year,DATE,business,26
later year,DATE,entertainment,8
later year,DATE,politics,3
later year,DATE,sport,3
later year,DATE,tech,9
later year ntl,DATE,entertainment,2
latham australia,ORG,sport,1
latham australia,PERSON,sport,1
latin trade,ORG,business,1
latinohiphopradiocom name,ORG,entertainment,3
latvia,GPE,politics,1
launch evolution,PERSON,sport,1
launch psp,PERSON,tech,2
laura ashley,ORG,business,1
laura ashley,PERSON,business,6
laura michelle,PERSON,entertainment,1
laura michelle kelly,PERSON,entertainment,3
lauren patrick vieira freddie,PERSON,sport,1
lawrence dallaglio,PERSON,sport,6
lawrence dallaglio neil,PERSON,sport,2
lawrence tucker,PERSON,business,1
lawsuit december,DATE,business,1
layoff aston,PERSON,sport,1
lazio,PERSON,sport,2
lcd flat panel monitor,ORG,tech,1
lcd monitors,PERSON,tech,1
lcd tvs,PERSON,business,3
lead ireland,GPE,sport,1
league club,ORG,sport,1
leak bookmaker,PERSON,entertainment,1
least decade,DATE,politics,1
least eighteen months,DATE,business,1
least months,DATE,entertainment,1
ledley king,PERSON,sport,1
lee,PERSON,entertainment,8
lee bowyer,PERSON,sport,1
lee burt reynolds,PERSON,entertainment,2
lee childs,PERSON,sport,1
lee create new film,PERSON,entertainment,1
lee evans,PERSON,entertainment,1
lee gilmore,PERSON,entertainment,1
lee halls,PERSON,entertainment,1
lee mcconnell,PERSON,sport,1
lee miller,PERSON,sport,1
lee rainie,PERSON,sport,2
lee strafford,PERSON,business,1
leeds fullarton,PERSON,sport,1
leeds robinson,PERSON,sport,1
leeds united march club,PERSON,sport,1
leftfoot shot high,PERSON,sport,1
leftfoot volley,PERSON,sport,1
leg european,PERSON,politics,1
leg jerzy dudeks fault,ORG,sport,1
leg kansas star,ORG,sport,1
lehman brothers,ORG,business,2
lehmann,ORG,sport,1
leigh beat,PERSON,entertainment,1
leighs,ORG,entertainment,1
lemar jamelia,PERSON,entertainment,1
lemony snicket,PERSON,entertainment,1
lena komileva,PERSON,business,1
lenny henry golden,PERSON,entertainment,1
lenny kravitz,PERSON,entertainment,1
leonard cohen story guitar,PERSON,entertainment,1
leonard scott,PERSON,sport,1
leonardo,PERSON,entertainment,1
leonardo dicaprio,ORG,entertainment,1
leonardo dicaprio,PERSON,entertainment,5
leonardo dicaprio shut academy awards,ORG,entertainment,2
leoncia casalme,PERSON,politics,1
leoncia casalmes wait home office,ORG,politics,1
leonid kuchma,PERSON,politics,3
leslie grantham,PERSON,entertainment,1
leslie nielsen hailey,PERSON,entertainment,1
lesotho hats,PERSON,business,1
lesotho malawi,PERSON,sport,2
less beginning year,DATE,tech,1
less day,DATE,business,2
less four years,DATE,politics,1
less month,DATE,business,1
less months,DATE,tech,2
less quarter,DATE,tech,2
less rand year,DATE,business,1
less six months,DATE,politics,1
less three years,DATE,tech,2
less week,DATE,business,1
less week,DATE,entertainment,1
less week,DATE,sport,2
less weeks,DATE,sport,1
less year,DATE,entertainment,1
less years old,DATE,entertainment,1
letitia clark,PERSON,business,5
letwin,PERSON,business,1
letwin century,DATE,politics,1
levy,PERSON,entertainment,2
levys fourth,PERSON,entertainment,1
lewisfrancis,PERSON,sport,1
lewisfrancis british,PERSON,sport,1
lewisfrancis runnerup,PERSON,sport,2
lewisfrancis sprinter,PERSON,sport,1
lewisfrancis turns,ORG,sport,1
lewsey,GPE,sport,1
lewsey,ORG,sport,4
lewsey,PERSON,sport,1
lewsey catalyst,ORG,sport,1
lewsey hodgson,ORG,sport,3
lewsey jason robinson,ORG,sport,1
lewsey moody,PERSON,sport,1
lewsey robinson simpsondaniel voyce abbott,ORG,sport,1
liam fox,ORG,politics,2
liam fox,PERSON,business,2
liam fox,PERSON,politics,14
liam gallagher,PERSON,entertainment,1
liam neeson,PERSON,entertainment,6
liam neeson full,PERSON,entertainment,2
lib dem,PERSON,business,2
lib dem,PERSON,politics,37
lib dem,PERSON,sport,1
lib dem approach,PERSON,politics,1
lib dem home affairs,PERSON,politics,4
lib dem hypocrisy,PERSON,politics,1
lib dem leader,PERSON,politics,1
lib dem lembit opik,PERSON,sport,1
lib dem mps backbenchers,PERSON,politics,1
lib dem mps saturday,PERSON,politics,1
lib dem norman baker,PERSON,politics,2
lib dem treasury,PERSON,business,1
lib dem vote,PERSON,politics,2
lib dems,ORG,politics,2
lib dems,PERSON,business,2
lib dems,PERSON,politics,15
lib dems raised worries,ORG,politics,1
lib dems simon hughes,PERSON,politics,1
lib dems stress budget trust,ORG,politics,1
lib dems target,PERSON,business,1
lib dems target firsttime,ORG,politics,1
lib dems target student vote,ORG,politics,1
lib dems unveil election slogan,PERSON,politics,1
liberati amalgam,ORG,politics,1
liberia,GPE,business,3
libertyx celebrity,ORG,sport,1
libya,GPE,business,3
lichtenberg,ORG,business,2
liebenberg,ORG,sport,1
liebenberg traille marlu delaigue,ORG,sport,1
liebeneberg,PERSON,sport,1
lieberman,PERSON,entertainment,1
lievin week,DATE,sport,1
lifestyle governs mobile,ORG,tech,3
lifetime,DATE,entertainment,4
lifetime years,DATE,business,1
liffe london,PERSON,business,1
liga match,PERSON,sport,1
liggett,PERSON,politics,2
like day,DATE,politics,1
liken quango,ORG,politics,1
liken talking,PERSON,entertainment,2
likhotseva russia,ORG,sport,2
lille lyon,PERSON,tech,2
lillian tan,ORG,business,1
lima,GPE,sport,2
lima,GPE,tech,2
limit weeks,DATE,politics,1
linda carter,PERSON,entertainment,1
linda kasabian,PERSON,entertainment,1
linda knox,PERSON,business,2
linda thomsen,PERSON,business,1
lindsay,ORG,sport,1
lindsay davenport,PERSON,sport,2
lineup contestant,PERSON,entertainment,1
lineup england,PERSON,sport,1
lineup essex,ORG,entertainment,1
lisa ianson,PERSON,entertainment,2
lisa kudrow,PERSON,entertainment,2
lisa marie,PERSON,sport,1
lisa raymond,PERSON,sport,1
lisa raymond daniela hantuchova,PERSON,sport,1
lisbon agenda,PERSON,business,2
list news corp result,ORG,business,1
lit idol,PERSON,entertainment,1
lita bevan,PERSON,sport,1
lita cotterill gillespie,PERSON,sport,1
litigation revolution studios,ORG,entertainment,1
litre gordon brown,PERSON,politics,1
little knowledge quarter year,DATE,politics,1
little two years,DATE,entertainment,1
littleknown baikal,PERSON,business,1
live year,DATE,tech,1
livermore national laboratory department energy,ORG,tech,2
liverpool,GPE,entertainment,1
liverpool,GPE,politics,5
liverpool,GPE,sport,107
liverpool,ORG,sport,2
liverpool anelka,ORG,sport,1
liverpool boss,ORG,sport,1
liverpool chelsea,ORG,sport,1
liverpool echo newspaper,ORG,sport,1
liverpool fans hushing,ORG,sport,1
liverpool first,ORG,sport,1
liverpool striker,ORG,sport,1
liverpool weir,ORG,sport,1
liverpool year,ORG,politics,1
lives kennedy,PERSON,politics,1
livingston,PERSON,sport,1
livingston novo miss,PERSON,sport,1
livio costantini,ORG,tech,1
ljungberg,PERSON,sport,3
ljungberg ashley cole,PERSON,sport,1
ljungberg pascal cygan,PERSON,sport,1
llanelli foley munster hayes munster,PERSON,sport,1
llanelli grammar school snooker hall cambridge university,ORG,sport,1
llanellis player,ORG,sport,1
lleyton hewitt,PERSON,sport,1
lleyton hewitts sister,PERSON,sport,1
lloyd herron harrison lockwood donny,ORG,sport,1
lloyd manchester,ORG,sport,1
lloyd saracens,PERSON,sport,1
lloyd vesty,PERSON,sport,1
lloyds london,ORG,business,1
llwyd,PERSON,politics,1
loch,PERSON,politics,1
loch lomond,PERSON,entertainment,1
lockerbie,GPE,business,1
lockerbie air crash,ORG,business,1
lockup,PERSON,entertainment,1
lomana lualua,ORG,sport,1
lomu,PERSON,sport,1
london,GPE,business,89
london,GPE,entertainment,72
london,GPE,politics,80
london,GPE,sport,52
london,GPE,tech,28
london assembly party asserts hockney,ORG,politics,2
london boston,ORG,sport,1
london britain,GPE,politics,1
london critics circle,ORG,entertainment,1
london exchange,ORG,business,1
london indie group bloc party,ORG,entertainment,2
london institute,ORG,entertainment,2
london international group,ORG,business,1
london stock exchange,ORG,business,17
london stock exchange,ORG,sport,1
london stock exchange june,ORG,sport,1
london tfl,ORG,tech,2
london university,ORG,entertainment,1
lone,ORG,sport,1
long days,DATE,tech,2
long september,DATE,business,1
long years,DATE,business,1
longhaul travellers,ORG,politics,1
lord armstrong,PERSON,politics,1
lord ashcroft,PERSON,politics,2
lord ashcroft meanwhile,PERSON,politics,2
lord callaghan,PERSON,politics,1
lord chancellors department,ORG,politics,1
lord kinnock,PERSON,politics,1
lord moynihan,PERSON,sport,1
lord roberts,PERSON,politics,1
lord woolf,PERSON,politics,1
lord woolf lord falconer,PERSON,politics,1
lorry,PERSON,politics,1
los alamos national laboratory,ORG,tech,2
los angeles,GPE,business,4
los angeles,GPE,entertainment,51
los angeles,GPE,sport,2
los caballeros,GPE,entertainment,3
los caballeros,ORG,entertainment,3
lotta,GPE,entertainment,1
loudmouth,PERSON,business,1
louis agyemang,PERSON,sport,1
louis michel,PERSON,business,1
louis schweitzer,PERSON,business,1
louis vuitton lvmh,PERSON,business,1
louis vuitton privatelyheld falic group,ORG,business,1
louis walsh,PERSON,entertainment,2
louisa cheetham,PERSON,sport,1
louisa lim beijing,PERSON,politics,1
louise bryson,PERSON,business,1
louise christian,PERSON,politics,3
louise ramsay,PERSON,sport,1
louisiana state,ORG,business,1
lovin advertising campaign,ORG,business,1
lowest decade,DATE,politics,1
lse week,DATE,business,1
luca montezemolo,PERSON,sport,1
luciano moggi,PERSON,sport,1
lucio,PERSON,sport,1
lucy,PERSON,politics,2
lucy twin,PERSON,entertainment,1
ludacris,PERSON,entertainment,2
ludovic valbon aurelien rougerie,PERSON,sport,1
ludovic valbon biarritz,PERSON,sport,2
ludovico nitoglia,ORG,sport,2
ludovico nitoglia,PERSON,sport,1
luis aragones,PERSON,sport,2
luis bunuels,PERSON,entertainment,1
luis garcia,PERSON,sport,2
luis garcia fed,PERSON,sport,1
luis garcia hamstring injury newcastle,PERSON,sport,1
luiz inacio,PERSON,business,2
luke moore,PERSON,sport,1
lula silva,PERSON,politics,1
lull,PERSON,entertainment,1
lull january,DATE,business,1
lulu julio,PERSON,entertainment,1
lunch leonardo,PERSON,entertainment,1
luton hinckleybrentford matches played,PERSON,sport,1
luxembourg,GPE,business,1
luxembourg,GPE,politics,2
lycos,GPE,tech,1
lycos,ORG,tech,4
lycos,PERSON,tech,9
lycos europe,ORG,tech,8
lycos europe,PERSON,tech,1
lycos europes,PERSON,tech,2
lycos screensaver,PERSON,tech,2
lycos shut,ORG,tech,2
lynn franco,PERSON,business,1
lynne brindley,PERSON,business,2
lynton,PERSON,politics,2
maa nonu,PERSON,sport,1
mab,PERSON,politics,1
mab believes,PERSON,politics,1
mab spokesman,PERSON,politics,1
mac format,PERSON,entertainment,4
mac format,PERSON,tech,4
mac mini,ORG,tech,2
mac mini,PERSON,entertainment,2
mac mini,PERSON,politics,3
mac mini,PERSON,tech,9
macdonald,PERSON,politics,3
macdonald wyatt waasdorp,PERSON,sport,1
macdonell,PERSON,politics,2
macedonia,GPE,business,2
macfarlane berra,PERSON,sport,1
macintosh,ORG,tech,14
mackie whelan,PERSON,sport,1
macklin,ORG,tech,4
macworld speech,ORG,tech,4
madrid,GPE,business,2
madrid,GPE,politics,4
madrid,GPE,sport,60
madrid,GPE,tech,1
madrid milan,ORG,sport,2
magician,GPE,sport,1
magistrates court,ORG,entertainment,1
mahfouz egypt tomas,PERSON,entertainment,1
mahinda,PERSON,business,1
mahmoud abbas,PERSON,politics,5
mahmoud mohieldin,PERSON,business,1
maidens bruce dickinson,PERSON,entertainment,1
major championships year ahead,DATE,sport,1
makelele cole johnson drogba,PERSON,sport,1
makelele smertin,PERSON,sport,1
malaysia,GPE,business,10
malaysia,GPE,entertainment,1
malaysia,GPE,tech,1
malcolm,PERSON,entertainment,3
malcolm,PERSON,sport,4
malcolm,PERSON,tech,3
malcolm attallah,PERSON,entertainment,2
malcolm glazer,PERSON,business,1
malcolm glazer,PERSON,sport,6
malcolm glazer board,PERSON,sport,1
malcolm glazer board football club,PERSON,sport,1
malcolm shipley shipley,PERSON,politics,1
malibu,ORG,business,1
malibu california,ORG,entertainment,1
maloney,ORG,sport,1
malte pollmann,PERSON,tech,1
mamas papas,PERSON,entertainment,1
managerofthemonth,DATE,sport,1
manchester,ORG,sport,5
manchester,PERSON,politics,1
manchester city,GPE,sport,13
manchester city,PERSON,sport,1
manchester city week,DATE,sport,1
manchester gorton,PERSON,politics,1
manchester handle crowds amazes,PERSON,politics,2
manchester hotels,PERSON,politics,2
manchester liverpool,PERSON,politics,3
manchester milan,ORG,sport,1
manchester police,PERSON,politics,1
manchester united,ORG,sport,4
manchester united,PERSON,business,1
manchester united,PERSON,sport,7
manchester united avoided cup,PERSON,sport,1
manchester united club,ORG,sport,1
manchester united confirmed,ORG,sport,1
manchester united even,ORG,sport,1
manchester united fans,ORG,sport,2
manchester united noon,PERSON,sport,1
manchester united quarterfinals,ORG,sport,1
manchester united replay,PERSON,sport,1
manchester united shares,ORG,sport,1
manchester unitedarsenal,ORG,sport,1
mandarin,PERSON,politics,1
mandelson warns,PERSON,politics,1
mandula,GPE,sport,1
manhattan,GPE,entertainment,1
mani shankar,PERSON,business,1
mani shankar aiyar,PERSON,business,1
manmohan singh,PERSON,business,1
mann,ORG,entertainment,1
mann,PERSON,entertainment,2
mannequins dan jolin,PERSON,entertainment,1
manoeuvre ireland,GPE,sport,1
mansfield leyton orient,ORG,sport,1
manson,PERSON,entertainment,2
manuel,ORG,business,1
manuel,PERSON,business,2
manuel almunia,PERSON,sport,1
manuel alumnia highbury klinsmann,PERSON,sport,1
manuel barosso,PERSON,politics,1
manuel millan,PERSON,entertainment,6
many months,DATE,business,1
many months,DATE,politics,2
many years,DATE,business,4
many years,DATE,entertainment,8
many years,DATE,politics,2
many years,DATE,sport,1
many years,DATE,tech,3
mapletoft hodgson edwards,ORG,sport,1
marat,ORG,sport,1
marc anthony,PERSON,business,1
marc anthony latin,PERSON,entertainment,1
marc morin,PERSON,tech,1
marc rothemund,PERSON,entertainment,1
marc samuelson hiatus,PERSON,entertainment,1
marc touati economist,ORG,business,1
march,DATE,business,1
march,DATE,entertainment,6
march,DATE,politics,6
march,DATE,sport,2
march,DATE,tech,2
march april,DATE,entertainment,2
march august,DATE,sport,1
march comic relief day,DATE,politics,1
march date,DATE,entertainment,1
march early april,DATE,business,1
march game day,DATE,sport,1
march iaaf,DATE,sport,1
march last year,DATE,sport,1
march monday,DATE,business,1
march next year,DATE,entertainment,1
march october,DATE,business,2
march oneday,DATE,business,1
march quarterly,DATE,business,1
march sublime first half,DATE,sport,1
march three days,DATE,sport,1
march year,DATE,business,1
march year,DATE,politics,1
march yearold,DATE,sport,2
marco bollesan,PERSON,sport,1
marco bortolami,ORG,sport,3
marco tardelli,PERSON,sport,1
margaret,PERSON,politics,1
margaret atwood,PERSON,entertainment,1
margaret beckett,PERSON,politics,2
margaret dixon,PERSON,politics,2
margaret herrick,PERSON,entertainment,1
margaret hodge,PERSON,politics,3
margaret moran,PERSON,politics,1
margaret okayo,PERSON,sport,1
margaret thatcher,PERSON,politics,9
maria,GPE,sport,1
maria cruz,PERSON,entertainment,1
maria full,PERSON,entertainment,2
maria full grace,PERSON,entertainment,1
maria novice,PERSON,entertainment,1
maria pons,PERSON,politics,1
maria sharapova,PERSON,sport,2
marianne petersen,PERSON,tech,1
marie jackson,PERSON,entertainment,1
marie leroi,PERSON,entertainment,1
marie lerois,PERSON,entertainment,2
mariepierre ripert,PERSON,business,1
marigny mirco bergamasco pozzebon,PERSON,sport,1
marilyn manson,PERSON,entertainment,1
mario ancic,PERSON,sport,2
mario kart,PERSON,tech,2
mario kombou,PERSON,entertainment,1
mario paniccia,PERSON,tech,4
mario rayman,PERSON,tech,2
mario testino,PERSON,business,1
mark,PERSON,sport,1
mark aizlewood,PERSON,sport,1
mark anniversary,PERSON,sport,1
mark arthur,PERSON,sport,1
mark bailin,PERSON,business,1
mark bowen,PERSON,sport,1
mark brailey,PERSON,tech,2
mark carroll,PERSON,sport,2
mark croucher,PERSON,politics,3
mark dornfordmays,PERSON,entertainment,1
mark edmondson yearold,PERSON,sport,1
mark hamilton,PERSON,business,1
mark hendrix,PERSON,business,1
mark hughes,PERSON,sport,1
mark hughes cup,PERSON,sport,1
mark jason,PERSON,sport,1
mark laneve,PERSON,sport,1
mark lewisfrancis,PERSON,sport,6
mark lewisfrancis sydney,PERSON,sport,1
mark longden,PERSON,sport,1
mark mackie,PERSON,entertainment,1
mark mapletoft,PERSON,sport,1
mark mardell,PERSON,politics,1
mark mayerholfer,PERSON,sport,1
mark mccall,PERSON,sport,2
mark mcclelland,PERSON,entertainment,1
mark meeting,PERSON,sport,1
mark miller hbos treasury,PERSON,business,1
mark morrison,PERSON,entertainment,3
mark mulligan,PERSON,business,2
mark oaten,PERSON,politics,17
mark pervan,PERSON,business,1
mark quick onetwo,PERSON,sport,1
mark regan,PERSON,sport,1
mark richardson,PERSON,sport,1
mark robertson,PERSON,entertainment,1
mark serwotka,PERSON,business,3
mark serwotka,PERSON,politics,3
mark sparkassen cup stuttgart,PERSON,sport,1
mark sparrow,PERSON,entertainment,2
mark sunner,PERSON,tech,2
mark taylor,PERSON,sport,1
mark triple value,PERSON,business,1
mark vaile,PERSON,business,1
mark van gisbergen,PERSON,sport,1
mark van gisbergens,PERSON,sport,1
mark wright,PERSON,sport,1
markos,PERSON,sport,3
marley jamaican,ORG,entertainment,1
marley mark,PERSON,entertainment,1
marlin joint development association alliance,ORG,tech,4
marquis investment,PERSON,business,1
marseille,ORG,sport,2
marsh,ORG,business,1
marsh mclennan,PERSON,business,1
marshall,PERSON,business,2
marshall,PERSON,politics,2
marshall laursen thompson bellamy varga thompson,PERSON,sport,1
marshall plan africa,ORG,politics,4
martin,ORG,business,1
martin,ORG,entertainment,12
martin,ORG,politics,4
martin,ORG,sport,11
martin,PERSON,business,1
martin,PERSON,entertainment,1
martin,PERSON,politics,2
martin allen,PERSON,sport,2
martin allens,PERSON,sport,2
martin bashir,PERSON,entertainment,1
martin bell,PERSON,entertainment,1
martin bell,PERSON,politics,1
martin broughton,PERSON,business,1
martin burnley,ORG,politics,1
martin campbell,PERSON,entertainment,2
martin castrogiovanni,PERSON,sport,2
martin corry,PERSON,sport,6
martin cullen,PERSON,business,1
martin ellis halifax,ORG,business,1
martin freeman,PERSON,entertainment,1
martin gone headtohead porsches sports cars,PERSON,business,1
martin henderson,PERSON,entertainment,1
martin hope,ORG,sport,1
martin johnson,PERSON,sport,8
martin johnson lawrence,PERSON,sport,2
martin jol,PERSON,sport,3
