entity,label,category
france,GPE,sport
britain,GPE,sport
south africa,GPE,sport
new zealand,GPE,sport
new zealand,GPE,sport
new zealand,GPE,sport
thomas cross kick,PERSON,sport
ken jones,PERSON,sport
new zealand,GPE,sport
john uzzell,PERSON,sport
newport,ORG,sport
wilson,ORG,sport
new zealand,GPE,sport
new zealand,GPE,sport
james guided llanelli,PERSON,sport
new zealand,GPE,sport
andy haden,PERSON,sport
roger quittenton,PERSON,sport
new zealand,GPE,sport
pinnacle,ORG,sport
new zealand,GPE,sport
new zealand,GPE,sport
britain,GPE,sport
new zealand,GPE,sport
jonathan davies,PERSON,sport
new zealand,GPE,sport
johannesburg,GPE,sport
kiwi triumph wembley,PERSON,sport
new zealand,GPE,sport
graham henry steve hansen,PERSON,sport
new zealand,GPE,sport
millennium,DATE,sport
hamilton,PERSON,sport
new zealand,GPE,sport
henry hansen,PERSON,sport
south africa,GPE,sport
years,DATE,sport
london,GPE,sport
london,GPE,sport
susan chepkemei,PERSON,sport
years,DATE,sport
april,DATE,sport
end year,DATE,sport
kenya,GPE,sport
london,GPE,sport
david bedford,PERSON,sport
later month,DATE,sport
paula radcliffe,PERSON,sport
london,GPE,sport
new york city,GPE,sport
eric cantona,PERSON,sport
saturday,DATE,sport
united fans planning,ORG,sport
mark anniversary,PERSON,sport
kungfu kick crystal palace fan matthew,ORG,sport
kevin corner,PERSON,sport
saturday cantona day,DATE,sport
cantona,PERSON,sport
four months,DATE,sport
cantona incident palace fan paul nixon,ORG,sport
roddick,PERSON,sport
andy roddick,PERSON,sport
san jose,GPE,sport
sunday,DATE,sport
tommy haas,PERSON,sport
earlier week,DATE,sport
roddick,PERSON,sport
jurgen melzer,PERSON,sport
roddick last,PERSON,sport
karl keska,PERSON,sport
france,GPE,sport
european cross,ORG,sport
last month,DATE,sport
keska,ORG,sport
european cross,ORG,sport
keska,GPE,sport
march yearold,DATE,sport
coin spokeswoman chelsea,ORG,sport
steve clarke,PERSON,sport
west ham boss,PERSON,sport
alan pardew,PERSON,sport
joe cole,PERSON,sport
west ham,GPE,sport
matthew harding,PERSON,sport
liverpool,GPE,sport
blackburn burnley ewood park,PERSON,sport
tuesday march,DATE,sport
howard webb south yorkshire home leicester,PERSON,sport
defender andy todd,PERSON,sport
frank sinclair,PERSON,sport
john mcgreal michael duff looks,PERSON,sport
midfield,GPE,sport
hyde,PERSON,sport
burnley boss,PERSON,sport
steve,PERSON,sport
first time years,DATE,sport
nine years,DATE,sport
ipswich,PERSON,sport
january,DATE,sport
neighbours cup years ago,DATE,sport
four seasons ago,DATE,sport
mark hughes cup,PERSON,sport
second time years first,DATE,sport
liverpool,GPE,sport
steve,PERSON,sport
last seven years,DATE,sport
sixth round years season,DATE,sport
farina elia,ORG,sport
venus williams,PERSON,sport
four years,DATE,sport
dubai,GPE,sport
sylvia farina,PERSON,sport
elia,GPE,sport
wimbledon champion,PERSON,sport
sania mirza,ORG,sport
martinez,PERSON,sport
mirza beat,PERSON,sport
jelena kostanic,ORG,sport
williams,PERSON,sport
farina elia,ORG,sport
sunday,DATE,sport
miami,GPE,sport
chris tomlinson,PERSON,sport
madrid,GPE,sport
lievin week,DATE,sport
peter stanley,PERSON,sport
birmingham meeting,PERSON,sport
mark lewisfrancis,PERSON,sport
madrid,GPE,sport
thursday,DATE,sport
birmingham,GPE,sport
birmingham,GPE,sport
last week,DATE,sport
next months,DATE,sport
lewisfrancis runnerup,PERSON,sport
jason gardener,PERSON,sport
three years ago,DATE,sport
madrid,GPE,sport
birmingham grand,PERSON,sport
parker misses,ORG,sport
england,GPE,sport
tom shanklin,PERSON,sport
saturday,DATE,sport
sonny parker,PERSON,sport
mathew tait,PERSON,sport
williams,PERSON,sport
robin mcbryde,PERSON,sport
last seasons,DATE,sport
williams sidolis,PERSON,sport
colin charvis,PERSON,sport
italy,GPE,sport
next week,DATE,sport
williams,PERSON,sport
bbc sport,ORG,sport
january,DATE,sport
williams,PERSON,sport
joe worsley andy,PERSON,sport
williams,PERSON,sport
richard hill,PERSON,sport
lawrence dallaglio,PERSON,sport
kevin morgan,PERSON,sport
john yapp thomas toulouse,PERSON,sport
williams,PERSON,sport
williams blues,PERSON,sport
thomas ospreys,PERSON,sport
wilkinson,PERSON,sport
wilkinson,GPE,sport
last week,DATE,sport
rob andrew,PERSON,sport
newcastle,GPE,sport
wilkinson,PERSON,sport
andrew,PERSON,sport
times wilkinson recovering knee injury,ORG,sport
november,DATE,sport
third start season,DATE,sport
zurich,GPE,sport
march game day,DATE,sport
italy,GPE,sport
six days,DATE,sport
andrew,PERSON,sport
england,GPE,sport
england wilkinson,PERSON,sport
new zealand,GPE,sport
summer,DATE,sport
adrianos chelsea,PERSON,sport
striker chelsea,PERSON,sport
bbc,ORG,sport
real madrid,ORG,sport
milan,GPE,sport
defender ashley,PERSON,sport
bbc,ORG,sport
london,GPE,sport
year ago,DATE,sport
parma,GPE,sport
madrid,GPE,sport
sunday,DATE,sport
saturday,DATE,sport
south africa douala,GPE,sport
louis agyemang,PERSON,sport
ben bortey,PERSON,sport
weekend,DATE,sport
two weeks later,DATE,sport
december,DATE,sport
kumasi group,ORG,sport
kemadjou,PERSON,sport
mark,PERSON,sport
xaba,GPE,sport
collins,PERSON,sport
sprinter michelle,PERSON,sport
usada,ORG,sport
usadas,PERSON,sport
usada,ORG,sport
tim montgomery,PERSON,sport
june next year,DATE,sport
usada,ORG,sport
terry madden,PERSON,sport
usadas,PERSON,sport
next march,DATE,sport
zambia confident,PERSON,sport
kalusha,PERSON,sport
saturday,DATE,sport
zambia,GPE,sport
zambia,GPE,sport
saturdays,DATE,sport
england ireland,GPE,sport
brian odriscoll,PERSON,sport
england,GPE,sport
josh lewsey,PERSON,sport
andy robinsons,PERSON,sport
ireland,GPE,sport
years,DATE,sport
dublin ireland,GPE,sport
charlie hodgson,PERSON,sport
penalty halfway,PERSON,sport
villain twickenham,PERSON,sport
first quarter,DATE,sport
lewsey catalyst,ORG,sport
touchline hodgsons crosskick,ORG,sport
ogara kick,PERSON,sport
jamie noon,PERSON,sport
ben kay,PERSON,sport
matt dawson,PERSON,sport
harry ellis,PERSON,sport
jonathan kaplan,PERSON,sport
two weeks,DATE,sport
italy,GPE,sport
oconnor foley,PERSON,sport
miller,ORG,sport
humphreys maggs robinson,PERSON,sport
barkley,PERSON,sport
lewsey hodgson,ORG,sport
kay worsley moody,PERSON,sport
hazell dawson,PERSON,sport
goode smith,PERSON,sport
mike ruddock,PERSON,sport
england,GPE,sport
danny grewcock,PERSON,sport
gareth thomas,PERSON,sport
last june,DATE,sport
two months,DATE,sport
new zealand,GPE,sport
six years earlier,DATE,sport
new zealand,GPE,sport
jason robinson,PERSON,sport
england,GPE,sport
gavin henson,PERSON,sport
stephen jones,PERSON,sport
paris,GPE,sport
paris,GPE,sport
paris,GPE,sport
martyn williams,PERSON,sport
day,DATE,sport
france,GPE,sport
quarter,DATE,sport
saturday,DATE,sport
paris,GPE,sport
two years ago,DATE,sport
new zealand,GPE,sport
mike,PERSON,sport
michael owen,PERSON,sport
new zealand,GPE,sport
stephen jones,PERSON,sport
martyn williams,PERSON,sport
williams gareth thomas proving,PERSON,sport
superb manofthematch,PERSON,sport
thomas take much,PERSON,sport
paris,GPE,sport
last three,DATE,sport
ireland,GPE,sport
smith,PERSON,sport
scotland,GPE,sport
walter smith,PERSON,sport
threeday,DATE,sport
scotland smith,ORG,sport
monday,DATE,sport
next three days,DATE,sport
mottram hall,PERSON,sport
sardinia,GPE,sport
wednesday,DATE,sport
russia,GPE,sport
steven gerrard,PERSON,sport
liverpool,GPE,sport
champions league season yearold,ORG,sport
bbc radio,ORG,sport
year year gerrard,DATE,sport
last season,DATE,sport
liverpool chelsea,ORG,sport
england,GPE,sport
bbc radio,ORG,sport
liverpool,GPE,sport
last seasons,DATE,sport
liverpool,GPE,sport
liverpool,GPE,sport
next season,DATE,sport
jason gardener,PERSON,sport
new year,DATE,sport
darren campbell marlon devonish mark lewisfrancis,PERSON,sport
mbes beating prerace favourites usa,PERSON,sport
lewisfrancis british,PERSON,sport
miller,ORG,sport
britain,GPE,sport
campbell,ORG,sport
james clarke,PERSON,sport
london,GPE,sport
last year,DATE,sport
slam,ORG,sport
peter lundgren stick,PERSON,sport
thomas johansson,PERSON,sport
holmes starts,PERSON,sport
britain,GPE,sport
february,DATE,sport
earlier month,DATE,sport
plane greece glasgow meeting,PERSON,sport
france,GPE,sport
russia,GPE,sport
italy,GPE,sport
dallaglio,ORG,sport
england,GPE,sport
lawrence dallaglio,PERSON,sport
new zealand,GPE,sport
next summer,DATE,sport
earlier year,DATE,sport
daily,DATE,sport
south africa,GPE,sport
australia,GPE,sport
three years ago yearold,DATE,sport
close quarters,DATE,sport
sunday,DATE,sport
milan,GPE,sport
yearold,GPE,sport
last year,DATE,sport
sydney return heninhardenne,PERSON,sport
justine heninhardenne,PERSON,sport
september,DATE,sport
nadia petrova,ORG,sport
anastasia myskina,PERSON,sport
runnerup carlos moya,PERSON,sport
davis cup,PERSON,sport
craig watson,PERSON,sport
davis cup,PERSON,sport
january,DATE,sport
heninhardenne,PERSON,sport
comeback justine heninhardenne,PERSON,sport
elena dementieva,PERSON,sport
sunday,DATE,sport
two days,DATE,sport
next month,DATE,sport
australia,GPE,sport
belgium,GPE,sport
sunday previous day,DATE,sport
weeks,DATE,sport
rhythm heninhardenne,PERSON,sport
april,DATE,sport
year friday,DATE,sport
january,DATE,sport
april,DATE,sport
liverpool,GPE,sport
liverpool,GPE,sport
phil crossley,PERSON,sport
steven gerrard,PERSON,sport
uefa,ORG,sport
last week,DATE,sport
time month,DATE,sport
february,DATE,sport
earlier season,DATE,sport
defender ashley,PERSON,sport
january,DATE,sport
madrid,GPE,sport
sunday,DATE,sport
january,DATE,sport
ronaldo,ORG,sport
england,GPE,sport
david beckham,PERSON,sport
street kit abandonment real sociedad,ORG,sport
jose luis astiazaran,PERSON,sport
monday,DATE,sport
madrid,GPE,sport
allan scott,PERSON,sport
next weeks,DATE,sport
debut international circuit yearold,ORG,sport
scot,PERSON,sport
jose cagigal memorial meeting madrid,PERSON,sport
next week,DATE,sport
robert kronberg second haitis dudley,PERSON,sport
faster vivancos,PERSON,sport
kronberg,PERSON,sport
kelly holmes chosen,PERSON,sport
next months,DATE,sport
indoors madrid,ORG,sport
max jones,PERSON,sport
madrid,GPE,sport
birmingham,GPE,sport
last weekends,DATE,sport
britain,GPE,sport
tuesday,DATE,sport
lewisfrancis runnerup,PERSON,sport
three years ago,DATE,sport
darren chin kelly sotherton,PERSON,sport
sotherton,ORG,sport
dave collins,PERSON,sport
madrid,GPE,sport
beijing,GPE,sport
abeyie woodford,PERSON,sport
harrow farah,PERSON,sport
beagles scott shaftesbury,PERSON,sport
turner notts challenger,PERSON,sport
buckfield,GPE,sport
crawley,GPE,sport
tomlinson newham,PERSON,sport
oxford city,ORG,sport
plymouth kwakye woodford,PERSON,sport
woodford green,ORG,sport
johnson herne hill,PERSON,sport
woodford green,ORG,sport
roddick,PERSON,sport
gilbert andy roddick,PERSON,sport
season,DATE,sport
roddick situations,PERSON,sport
roddick matches,PERSON,sport
last year,DATE,sport
roddick,PERSON,sport
second year,DATE,sport
roger federer became,PERSON,sport
peter lundgren,PERSON,sport
last year,DATE,sport
roddick win,PERSON,sport
wimbledon title,PERSON,sport
andy gilbert,PERSON,sport
andy,PERSON,sport
alan quinn jon harley,PERSON,sport
lauren patrick vieira freddie,PERSON,sport
ljungberg ashley cole,PERSON,sport
andy gray,PERSON,sport
phil jagielka,PERSON,sport
michael tonge harley,PERSON,sport
henry dennis bergkamp,PERSON,sport
striker arturo lupoli ljungberg,PERSON,sport
free right flank cross,ORG,sport
ljungberg,PERSON,sport
ljungberg,PERSON,sport
ljungberg pascal cygan,PERSON,sport
feet kenny,PERSON,sport
morgan bromby harley,ORG,sport
montgomery jagielka thirlwell,PERSON,sport
francis kabba,PERSON,sport
morgan almunia lauren cygan senderos cole fabregas,ORG,sport
owusuabeyie ljungberg,PERSON,sport
johnson,PERSON,sport
michael johnson,PERSON,sport
britain,GPE,sport
johnson,PERSON,sport
darren,PERSON,sport
earlier year,DATE,sport
birmingham johnson,PERSON,sport
britain,GPE,sport
james mcilroy,PERSON,sport
less week,DATE,sport
ireland,GPE,sport
six years,DATE,sport
friday,DATE,sport
mark sparkassen cup stuttgart,PERSON,sport
last weekend,DATE,sport
holmes back form birmingham,PERSON,sport
norwich union birmingham indoor grand prix yearold running,ORG,sport
madrid,GPE,sport
two weeks,DATE,sport
kim collins,PERSON,sport
scotts training,PERSON,sport
madrid,GPE,sport
six days ago,DATE,sport
svetlana feofanova isinbayevas,ORG,sport
july,DATE,sport
bbc,ORG,sport
kim gevaert,PERSON,sport
next months,DATE,sport
muna lee third,PERSON,sport
unbeaten record,PERSON,sport
tim abeyie take mens,PERSON,sport
melissa morrison,PERSON,sport
hicham guerrouj,PERSON,sport
last eight years,DATE,sport
fiancee year,DATE,sport
tariku,PERSON,sport
jerry harris,PERSON,sport
james davis,PERSON,sport
johnson,PERSON,sport
johnson,PERSON,sport
next weeks,DATE,sport
last six years,DATE,sport
every year,DATE,sport
one set week,DATE,sport
saturday,DATE,sport
agassi,GPE,sport
andre agassi,PERSON,sport
san jose,GPE,sport
andy roddick,PERSON,sport
thomas enqvist,PERSON,sport
tommy haas overcame,PERSON,sport
max mirnyi,PERSON,sport
melzer,ORG,sport
beaten agassi,PERSON,sport
slovakia,ORG,sport
argentina,GPE,sport
netherlands,GPE,sport
michaella krajicek,PERSON,sport
peter wessels,PERSON,sport
second year,DATE,sport
argentina,GPE,sport
united states,ORG,sport
australia,GPE,sport
meghann shaughnessy,ORG,sport
james blake,PERSON,sport
hereford doncaster hereford,ORG,sport
michael,PERSON,sport
danny williams,PERSON,sport
mawson,PERSON,sport
james robinson,PERSON,sport
daniel williams,PERSON,sport
stanley hyde,PERSON,sport
smith scott,PERSON,sport
daniel williams,PERSON,sport
ingham mulligan fenton morley priet ryan mcindoe,PERSON,sport
jackson beardsley,PERSON,sport
coppinger subs,PERSON,sport
warrington maloney,ORG,sport
uefa cup,PERSON,sport
steve mcclaren,PERSON,sport
uefa cup group,ORG,sport
belgrade,GPE,sport
mike ruddock,PERSON,sport
celtic league fixtures ruddock,ORG,sport
bbc,ORG,sport
fridays,DATE,sport
ceri,ORG,sport
kevin morgan,PERSON,sport
jason forster,PERSON,sport
bbc,ORG,sport
mike,PERSON,sport
james ireland,GPE,sport
gareth thomas mefin davies,PERSON,sport
weekend,DATE,sport
scotland players,ORG,sport
dundee utd aberdeen dundee united eased,ORG,sport
alan archibald,PERSON,sport
james grady,PERSON,sport
noel whelan,PERSON,sport
ball jamie,PERSON,sport
winter,DATE,sport
united keeper,ORG,sport
volley russell anderson,PERSON,sport
winter,DATE,sport
volley ball,PERSON,sport
wilson ritchie,PERSON,sport
scotland,GPE,sport
samuel,PERSON,sport
kerr cameron robson crawford grady colgan,ORG,sport
kenneth,PERSON,sport
archibald grady,PERSON,sport
hart anderson diamond,PERSON,sport
morrison mcnaughton,PERSON,sport
heikkinen foster,PERSON,sport
winter,DATE,sport
clark stewart,PERSON,sport
mackie whelan,PERSON,sport
mcguire anderson diamond,PERSON,sport
france,GPE,sport
mike,PERSON,sport
italy,GPE,sport
france,GPE,sport
kevin morgan,PERSON,sport
jonathan thomas,PERSON,sport
thomas tryscorer,PERSON,sport
rome,GPE,sport
williams,PERSON,sport
italy,GPE,sport
last weekend,DATE,sport
france,GPE,sport
kevin much,PERSON,sport
ryan jones,PERSON,sport
jonathan thomas,PERSON,sport
italy,GPE,sport
italy,GPE,sport
jonathan,PERSON,sport
france,GPE,sport
last three,DATE,sport
paris,GPE,sport
graham henry,PERSON,sport
couple years ago,DATE,sport
france,GPE,sport
thomas toulouse,PERSON,sport
henson neathswansea williams,PERSON,sport
neathswansea jones,ORG,sport
peel llanelli jenkins,PERSON,sport
neathswansea cockbain neathswansea sidoli cardiff jones,PERSON,sport
neathswansea williams,PERSON,sport
mcbryde llanelli yapp cardiff,PERSON,sport
thomas neathswansea sowdentaylor cardiff cooper newportgwent,PERSON,sport
newportgwent williams,PERSON,sport
striker,PERSON,sport
friday,DATE,sport
six months two years,DATE,sport
sunday,DATE,sport
south africa,GPE,sport
south africa,GPE,sport
paul honiss,PERSON,sport
john smit,PERSON,sport
murphys ankletap tackle,PERSON,sport
lead ireland,GPE,sport
superb girvan,PERSON,sport
second week,DATE,sport
ball ogara,PERSON,sport
south africa,GPE,sport
oconnor foley,PERSON,sport
miller,ORG,sport
humphreys maggs,PERSON,sport
montgomery paulse joubert,PERSON,sport
van der westhuyzen,PERSON,sport
venter van niekerk,PERSON,sport
van der,PERSON,sport
britz,PERSON,sport
paul honiss,PERSON,sport
new zealand,GPE,sport
france,GPE,sport
france,GPE,sport
twickenham,PERSON,sport
last week,DATE,sport
england twickenham,PERSON,sport
charlie hodgson,PERSON,sport
barkley,PERSON,sport
france,GPE,sport
england twickenham,PERSON,sport
france,GPE,sport
france,GPE,sport
newcastle,GPE,sport
newcastle,GPE,sport
celtic,ORG,sport
yearold,DATE,sport
striker club,ORG,sport
birmingham favour,PERSON,sport
earlier week,DATE,sport
newcastle,GPE,sport
james park,PERSON,sport
newcastle,GPE,sport
jason robinson,PERSON,sport
martin johnson,PERSON,sport
england,GPE,sport
bbc,ORG,sport
france ireland,GPE,sport
years,DATE,sport
wilkinson coach,ORG,sport
andy robinson,PERSON,sport
harry ellis jamie,PERSON,sport
italy,GPE,sport
next season,DATE,sport
blues slam,ORG,sport
birmingham,GPE,sport
karen brady,PERSON,sport
brady,PERSON,sport
sun,PERSON,sport
several weeks,DATE,sport
earlier season,DATE,sport
saturday,DATE,sport
recent weeks,DATE,sport
birmingham,GPE,sport
steve bruce,PERSON,sport
birmingham city,GPE,sport
last two half years,DATE,sport
campbell rescues arsenal sol,ORG,sport
campbell,ORG,sport
england defender,PERSON,sport
first goal months,DATE,sport
striker ricardo fuller,PERSON,sport
patrick vieira,PERSON,sport
yards mistake arjan zeeuw,PERSON,sport
thierry henry,PERSON,sport
robin van persie,PERSON,sport
jamie ashdown,PERSON,sport
vieira ashdown,PERSON,sport
matthew taylor,PERSON,sport
steve stone,PERSON,sport
gary oneil,PERSON,sport
henry teased,PERSON,sport
six weeks,DATE,sport
keeper manuel almunia,PERSON,sport
campbell england defender,ORG,sport
dennis bergkamps shot ashdown,PERSON,sport
zeeuw,ORG,sport
faye berkovic berger,PERSON,sport
quashie cisse almunia lauren,ORG,sport
campbell,ORG,sport
henry subs,PERSON,sport
campbell,ORG,sport
mark aizlewood,PERSON,sport
steve vaughan,PERSON,sport
liverpool,GPE,sport
chester chairman,PERSON,sport
august,DATE,sport
liverpool,GPE,sport
mark wright,PERSON,sport
chester conference title,PERSON,sport
last season,DATE,sport
liverpool,GPE,sport
managerofthemonth,DATE,sport
october,DATE,sport
davis cup tim henman,PERSON,sport
davis cup debut,PERSON,sport
britain,GPE,sport
jeremy bates,PERSON,sport
alex bogdanovic andrew murray possible,PERSON,sport
britain,GPE,sport
davis cup,PERSON,sport
israel,GPE,sport
davis cup,PERSON,sport
britain,GPE,sport
jeremy bates,PERSON,sport
tim,PERSON,sport
davis cup focus grand,PERSON,sport
british davis cup,ORG,sport
davis cup debut,PERSON,sport
saturday,DATE,sport
britain,GPE,sport
britain,GPE,sport
britain,GPE,sport
jim courier,PERSON,sport
kelly holmes,PERSON,sport
last april,DATE,sport
kelly holmes spoke,PERSON,sport
bbc,ORG,sport
four months later,DATE,sport
bbc,ORG,sport
weekends european indoor championships,ORG,sport
bbc,ORG,sport
steve cram,PERSON,sport
michael johnson,PERSON,sport
last summer,DATE,sport
madrid,GPE,sport
france,GPE,sport
bbc,ORG,sport
ireland yearold,ORG,sport
michalak spent,PERSON,sport
early season,DATE,sport
scotland england,ORG,sport
france,GPE,sport
two years,DATE,sport
france,GPE,sport
france,GPE,sport
saturday,DATE,sport
march,DATE,sport
france,GPE,sport
verdict delay,PERSON,sport
two weeks,DATE,sport
kenteris katerina,PERSON,sport
one eve last years,DATE,sport
february,DATE,sport
michalis dimitrakopoulos kenteris,PERSON,sport
tel aviv,GPE,sport
chicago,GPE,sport
four days,DATE,sport
late january,DATE,sport
scrumhalf williams,PERSON,sport
andy williams,PERSON,sport
williams,PERSON,sport
june,DATE,sport
nick walshe,PERSON,sport
williams,PERSON,sport
williams,PERSON,sport
zurich,GPE,sport
zealander jason spice,PERSON,sport
jack rowell,PERSON,sport
spain,GPE,sport
andy roddick usa,PERSON,sport
spain,GPE,sport
carlos moya,PERSON,sport
spain,GPE,sport
roddick holds serve force,ORG,sport
spain,GPE,sport
roddick shot,PERSON,sport
volley smacks volley,ORG,sport
roddick roddick,PERSON,sport
roddick,PERSON,sport
roddick reach,PERSON,sport
dragan mladenovic,PERSON,sport
january,DATE,sport
serbia,GPE,sport
rangers,ORG,sport
season,DATE,sport
later week,DATE,sport
bulgaria,GPE,sport
sociedad,GPE,sport
last month,DATE,sport
six months,DATE,sport
campbell,ORG,sport
alastair campbell,PERSON,sport
new zealand,GPE,sport
campbell,ORG,sport
earlier year,DATE,sport
tony,PERSON,sport
australia,GPE,sport
graham henry,PERSON,sport
matt dawson,PERSON,sport
austin healey,PERSON,sport
woodward head,PERSON,sport
new zealand,GPE,sport
bill beaumont,PERSON,sport
louisa cheetham,PERSON,sport
louise ramsay,PERSON,sport
campbell due,ORG,sport
new zealand,GPE,sport
june,DATE,sport
maso,ORG,sport
bergamasco david dal maso,PERSON,sport
saturday,DATE,sport
paul griffen,PERSON,sport
marco bollesan,PERSON,sport
john kirwan,PERSON,sport
mirco bergamasco stade francais,PERSON,sport
agen bortolami narbonne,ORG,sport
persico agen,PERSON,sport
orlando,GPE,sport
griffen calvisano pedrazzi,PERSON,sport
robertson viadana,PERSON,sport
summer,DATE,sport
owen newcastle,PERSON,sport
summer,DATE,sport
england,GPE,sport
madrid,GPE,sport
michael owen,PERSON,sport
alan shearer,PERSON,sport
summer,DATE,sport
michael category players,PERSON,sport
bbc newcastle,ORG,sport
jackie milburns,ORG,sport
next season,DATE,sport
january,DATE,sport
phonein,GPE,sport
bbc newcastle,ORG,sport
liverpool boss,ORG,sport
summer,DATE,sport
last day season,DATE,sport
beckham rules management,ORG,sport
madrid,GPE,sport
david beckham,PERSON,sport
bobby charlton,PERSON,sport
london,GPE,sport
madrid,GPE,sport
wednesday,DATE,sport
two years,DATE,sport
argentina,GPE,sport
argentina sendingoff,ORG,sport
alex ferguson,PERSON,sport
wilkinson fit face edinburgh england,ORG,sport
jonny wilkinson,PERSON,sport
saturday,DATE,sport
wilkinson played since injuring,ORG,sport
october,DATE,sport
newcastle,GPE,sport
wednesday yearold flyhalf start saturdays,DATE,sport
murrayfield,ORG,sport
newcastle,GPE,sport
rob andrew,PERSON,sport
jason robinson,PERSON,sport
charlie hodgson,PERSON,sport
canada,GPE,sport
south africa,GPE,sport
australia,GPE,sport
eight months,DATE,sport
scotland international finlay calder,ORG,business
david mackay,PERSON,business
david,PERSON,business
years,DATE,business
matt williams,PERSON,business
anderson,PERSON,business
weeks,DATE,business
sarah claxton confident,PERSON,sport
next months,DATE,sport
championships madrid yearold,ORG,sport
last weeks,DATE,sport
london,GPE,sport
mirza shocks,PERSON,sport
sania mirza,PERSON,sport
dubai,GPE,sport
tuesday,DATE,sport
last month earlier,DATE,sport
mirza played,PERSON,sport
farina,GPE,sport
elia,GPE,sport
jelena jankovic,PERSON,sport
year,DATE,sport
slovakian meet elena,PERSON,sport
elena bovina,ORG,sport
tuesday,DATE,sport
much power yearold,ORG,sport
karolina sprem,PERSON,sport
sprem croatian,PERSON,sport
anna smashnova,PERSON,sport
israel,GPE,sport
williams,PERSON,sport
chris oneil,PERSON,sport
nadia,GPE,sport
petrova,GPE,sport
williams,PERSON,sport
williams,PERSON,sport
australia,GPE,sport
match dementieva,PERSON,sport
abigail,PERSON,sport
last lisa raymond,PERSON,sport
raymond,PERSON,sport
myskina,GPE,sport
italy,GPE,sport
july,DATE,business
wednesday,DATE,business
later year,DATE,business
wednesday,DATE,business
enrico bondi,PERSON,business
july,DATE,business
jeanbernard levy,PERSON,business
deutsche bank,ORG,business
deutsche bank,ORG,business
marvin davis,PERSON,business
december,DATE,business
jeanmarie messier,PERSON,business
sri lanka,GPE,business
sri lanka,GPE,business
people central bank,ORG,business
sri lanka,GPE,business
paris,GPE,business
january,DATE,business
december,DATE,business
sri lanka,GPE,business
late december,DATE,business
six months,DATE,business
london stock exchange,ORG,business
furse day,DATE,business
friday,DATE,business
new york stock exchange,ORG,business
fridays,DATE,business
london,GPE,business
frankfurt,GPE,business
london,GPE,business
london,GPE,business
reuters news agency,ORG,business
london,GPE,business
saab,ORG,sport
cadillac,ORG,sport
saab,ORG,sport
geneva motor,ORG,sport
cadillac,ORG,sport
saab,ORG,sport
ruesselsheim germany,GPE,sport
years,DATE,sport
headon bmw mercedes jaguar,PERSON,sport
cadillac,ORG,sport
toyota,ORG,sport
bmw,ORG,sport
cadillac,ORG,sport
saab,ORG,sport
year half,DATE,sport
previous year,DATE,sport
last year,DATE,sport
five years,DATE,sport
today,DATE,sport
bbc news,ORG,sport
recent years,DATE,sport
november,DATE,business
november,DATE,business
odpm,PERSON,business
october,DATE,business
monthly,DATE,business
annual,DATE,business
year,DATE,business
annual,DATE,business
coming months,DATE,business
mark miller hbos treasury,PERSON,business
come bank england,ORG,business
last week,DATE,business
december first,DATE,business
monthly,DATE,business
september,DATE,business
second half year,DATE,business
recent years,DATE,business
monthly,DATE,business
november,DATE,business
annual,DATE,business
october november,DATE,business
scotland,GPE,business
northern ireland,GPE,business
annual,DATE,business
november,DATE,business
northern ireland,GPE,business
west midlands,GPE,business
south west,GPE,business
annual,DATE,business
london,GPE,business
annual,DATE,business
november previous month,DATE,business
yukos sues,PERSON,business
last years,DATE,business
yuganskneftegas yukos,PERSON,business
yugansk,GPE,business
december,DATE,business
yukos submitted,ORG,business
yukos kremlin,PERSON,business
last year,DATE,business
bill russia,PERSON,business
yukos sell,PERSON,business
yuganskneftegas yukos,PERSON,business
earlier month,DATE,business
moscow,GPE,business
letitia clark,PERSON,business
february,DATE,business
houston,GPE,business
last years,DATE,business
days later,DATE,business
mikhail khodorkovsky khodorkovsky,PERSON,business
ukraine,GPE,business
three days,DATE,business
russia,GPE,business
saparmurat niyazov,PERSON,business
cubic metres,PERSON,business
naftohaz company yury boyko,ORG,business
friday,DATE,business
russia,GPE,business
russia,GPE,business
bmw,ORG,business
last year,DATE,business
next month,DATE,business
bmw,ORG,business
last year,DATE,business
bmw,ORG,business
ten previous year,DATE,business
annual,DATE,business
china,GPE,business
bmw,ORG,business
last year,DATE,business
bmw,ORG,business
china,GPE,business
china,GPE,business
cadbury schweppes,ORG,business
cadbury,ORG,business
december,DATE,business
summer,DATE,business
year,DATE,business
cairn energy,ORG,business
tuesday,DATE,business
india,GPE,business
last year,DATE,business
bill gammell,PERSON,business
last year,DATE,business
nissan,ORG,business
nissan,ORG,business
renault,ORG,business
nissan daily,ORG,business
renault,ORG,business
april,DATE,business
nissan,ORG,business
china,GPE,business
nissan,ORG,business
yen loss yen,ORG,business
year,DATE,business
nissan,ORG,business
nissan,ORG,business
renault,ORG,business
renault,ORG,business
nissan,ORG,business
nissan,ORG,business
past six years,DATE,business
nissan,ORG,business
alfa group,ORG,business
onefifth stake sun,PERSON,business
august,DATE,business
stella artois hoegaarden,PERSON,business
first quarter,DATE,business
august,DATE,business
klin ivanovo,PERSON,business
nikolaev kharkov,PERSON,business
past months,DATE,sport
white house,ORG,sport
china,GPE,sport
herve,PERSON,sport
hans eichel,PERSON,sport
next week early tuesday,DATE,sport
euros yen,PERSON,sport
